Date,TSLA.US,GM.US
2022/2/11,286.667,48.6107
2022/2/14,291.92,48.1825
2022/2/15,307.477,49.4469
2022/2/16,307.797,50.2035
2022/2/17,292.117,48.6007
2022/2/18,285.66,48.3817
2022/2/22,273.843,46.56
2022/2/23,254.68,46.1717
2022/2/24,266.923,46.1418
2022/2/25,269.957,47.217
2022/2/28,290.143,46.5102
2022/3/1,288.123,44.32
2022/3/2,293.297,46.112
2022/3/3,279.763,44.6983
2022/3/4,279.43,42.2095
2022/3/7,268.193,39.6511
2022/3/8,274.8,40.0194
2022/3/9,286.323,42.0901
2022/3/10,279.433,41.662
2022/3/11,265.117,41.3235
2022/3/14,255.457,40.6466
2022/3/15,267.297,41.9407
2022/3/16,280.077,43.653
2022/3/17,290.533,43.4638
2022/3/18,301.797,44.6187
2022/3/21,307.053,43.4142
2022/3/22,331.327,44.3598
2022/3/23,333.037,43.5834
2022/3/24,337.973,44.1508
2022/3/25,336.88,43.454
2022/3/28,363.947,44.0214
2022/3/29,366.523,46.0522
2022/3/30,364.663,45.0169
2022/3/31,359.2,43.5436
2022/4/1,361.53,42.767
2022/4/4,381.817,42.986
2022/4/5,363.753,41.2339
2022/4/6,348.587,39.3226
2022/4/7,352.42,38.5461
2022/4/8,341.83,39.1733
2022/4/11,325.31,40.1488
2022/4/12,328.983,39.8602
2022/4/13,340.79,40.0394
2022/4/14,328.333,39.9498
2022/4/18,334.763,40.4475
2022/4/19,342.717,41.8909
2022/4/20,325.733,41.5326
2022/4/21,336.26,40.5272
2022/4/22,335.017,39.661
2022/4/25,332.673,39.6411
2022/4/26,292.14,37.8691
2022/4/27,293.837,38.4863
2022/4/28,292.503,38.5759
2022/4/29,290.253,37.7397
2022/5/2,300.98,38.2773
2022/5/3,303.083,39.7606
2022/5/4,317.54,40.9851
2022/5/5,291.093,39.7706
2022/5/6,288.55,39.4022
2022/5/9,262.37,38.0881
2022/5/10,266.68,38.5261
2022/5/11,244.667,37.1026
2022/5/12,242.667,35.4003
2022/5/13,256.53,38.0384
2022/5/16,241.457,36.9334
2022/5/17,253.87,37.9289
2022/5/18,236.603,35.6691
2022/5/19,236.473,35.9577
2022/5/20,221.3,35.241
2022/5/23,224.967,35.8383
2022/5/24,209.387,35.0518
2022/5/25,219.6,35.8183
2022/5/26,235.91,37.252
2022/5/27,253.21,38.3967
2022/5/31,252.753,38.5063
2022/6/1,246.79,38.0981
2022/6/2,258.333,38.6954
2022/6/3,234.517,37.441
2022/6/6,238.28,37.66
2022/6/7,238.887,38.1977
2022/6/8,241.867,37.5207
2022/6/9,239.707,36.4854
2022/6/10,232.23,34.8528
2022/6/13,215.737,32.135
2022/6/14,220.89,33.0509
2022/6/15,233,34.0264
2022/6/16,213.1,31.2788
2022/6/17,216.76,31.7368
2022/6/21,237.037,32.4933
2022/6/22,236.087,32.6825
2022/6/23,235.07,32.8419
2022/6/24,245.707,34.6636
2022/6/27,244.92,34.4744
2022/6/28,232.663,33.8374
2022/6/29,228.49,33.2997
2022/6/30,224.473,31.6174
2022/7/1,227.263,32.0454
2022/7/5,233.067,32.2246
2022/7/6,231.733,31.1296
2022/7/7,244.543,32.5133
2022/7/8,250.763,32.1649
2022/7/11,234.343,30.7314
2022/7/12,233.07,31.3884
2022/7/13,237.04,31.5775
2022/7/14,238.313,31.4481
2022/7/15,240.067,32.7223
2022/7/18,240.547,32.4735
2022/7/19,245.53,34.2454
2022/7/20,247.5,34.6038
2022/7/21,271.707,34.9722
2022/7/22,272.243,34.5142
2022/7/25,268.433,34.365
2022/7/26,258.86,33.1903
2022/7/27,274.82,34.5242
2022/7/28,280.9,35.5795
2022/7/29,297.15,36.0971
2022/8/1,297.277,36.6048
2022/8/2,300.587,35.9677
2022/8/3,307.397,37.1424
2022/8/4,308.633,36.0673
2022/8/5,288.17,35.8981
2022/8/8,290.423,37.3912
2022/8/9,283.333,36.4555
2022/8/10,294.357,37.7796
2022/8/11,286.63,38.2873
2022/8/12,300.03,39.3027
2022/8/15,309.32,39.2231
2022/8/16,306.563,38.8149
2022/8/17,303.997,38.2275
2022/8/18,302.87,38.5461
2022/8/19,296.667,39.5217
2022/8/22,289.913,38.3769
2022/8/23,296.453,38.3868
2022/8/24,297.097,39.0737
2022/8/25,296.07,40.2086
2022/8/26,288.09,39.0537
2022/8/29,284.82,39.3325
2022/8/30,277.7,39.0432
2022/8/31,275.61,38.1252
2022/9/1,277.16,38.4744
2022/9/2,270.21,38.3846
2022/9/6,274.42,38.6241
2022/9/7,283.7,40.021
2022/9/8,289.26,40.4101
2022/9/9,299.68,41.1984
2022/9/12,304.42,41.9567
2022/9/13,292.13,40.4401
2022/9/14,302.61,40.5299
2022/9/15,303.75,40.5698
2022/9/16,303.35,39.8813
2022/9/19,309.07,41.2982
2022/9/20,308.73,38.9733
2022/9/21,300.8,37.5964
2022/9/22,288.59,37.2971
2022/9/23,275.33,35.4013
2022/9/26,276.01,34.9622
2022/9/27,282.94,34.633
2022/9/28,287.81,35.1718
2022/9/29,268.21,33.1862
2022/9/30,265.25,32.0188
2022/10/3,242.4,32.7971
2022/10/4,249.44,35.7206
2022/10/5,240.81,34.7627
2022/10/6,238.13,34.5532
2022/10/7,223.07,33.5454
2022/10/10,222.96,32.2184
2022/10/11,216.5,32.0188
2022/10/12,217.24,32.1286
2022/10/13,221.72,32.6873
2022/10/14,204.99,32.817
2022/10/17,219.35,33.4955
2022/10/18,220.19,34.174
2022/10/19,222.04,33.5554
2022/10/20,207.28,33.3658
2022/10/21,214.44,34.9223
2022/10/24,211.25,35.6407
2022/10/25,222.415,36.9279
2022/10/26,224.64,37.776
2022/10/27,225.09,38.0753
2022/10/28,228.52,38.7638
2022/10/31,227.54,39.1629
2022/11/1,227.82,39.2627
2022/11/2,214.98,38.4345
2022/11/3,215.31,38.4245
2022/11/4,207.47,38.9135
2022/11/7,197.08,39.3026
2022/11/8,191.3,38.9634
2022/11/9,177.59,37.9755
2022/11/10,190.72,39.6518
2022/11/11,195.97,41.0288
2022/11/14,190.95,39.8414
2022/11/15,194.42,40.1507
2022/11/16,186.92,38.3846
2022/11/17,183.17,38.5543
2022/11/18,180.19,39.6818
2022/11/21,167.87,39.4323
2022/11/22,169.91,39.8813
2022/11/23,183.2,40.021
2022/11/25,182.86,40.3702
2022/11/28,182.92,39.2926
2022/11/29,180.83,39.6618
2022/11/30,194.7,40.47
2022/12/1,194.7,40.43
2022/12/2,194.86,39.9
2022/12/5,182.45,38.79
2022/12/6,179.82,38.02
2022/12/7,174.04,37.96
2022/12/8,173.44,38.2
2022/12/9,179.05,38.28
2022/12/12,167.82,38.49
2022/12/13,160.95,38.77
2022/12/14,156.8,38.36
2022/12/15,157.67,37.62
2022/12/16,150.23,36.15
2022/12/19,149.87,35.42
2022/12/20,137.8,35.2
2022/12/21,137.57,35.9
2022/12/22,125.35,33.53
2022/12/23,123.15,33.83
2022/12/27,109.1,33.32
2022/12/28,112.71,32.53
2022/12/29,121.82,33.67
2022/12/30,123.18,33.64
